2,1000,400,232,10,6,66,0.32225704193115234,275.1994631290436,11.89889907836914
2,1000,400,232,11,7,78,0.506356954574585,930.6809351444244,16.33559012413025
2,1000,400,232,12,7,91,0.7475099563598633,1393.910136938095,19.156325101852417
2,1000,400,232,12,8,91,0.7778401374816895,2779.1830201148987,21.945303201675415
2,1000,400,232,13,8,105,1.1129300594329834,4322.926929950714,28.988063097000122
2,1000,400,232,13,9,105,1.155372142791748,7686.75204706192,28.34494709968567
2,1000,400,232,14,8,120,1.575279951095581,5582.217581033707,33.17891001701355
2,1000,400,232,14,9,120,1.6192290782928467,12358.159039974213,40.430071115493774
2,1000,400,232,15,9,136,2.529129981994629,18767.573405981064,49.459223985672
2,1000,400,232,15,10,136,2.3018369674682617,33865.14535188675,50.88086986541748
3,1000,200,87,5,3,56,0.06201481819152832,38.62013792991638,2.0011842250823975
3,1000,200,87,6,3,84,0.14239096641540527,144.45759105682373,4.627697944641113
3,1000,200,87,7,3,120,0.31397104263305664,291.39279198646545,6.5427069664001465
3,1000,200,87,7,4,120,0.3179612159729004,1434.7037501335144,9.704729080200195
3,1000,200,87,8,4,165,0.6496798992156982,4981.166377067566,18.188687801361084
3,1000,200,87,8,5,165,0.6618959903717041,14073.357196807861,17.73503804206848
3,1000,400,255,4,3,35,0.027244091033935547,6.091897010803223,4.317949056625366
3,1000,400,255,5,4,56,0.07285785675048828,84.5646641254425,11.406530141830444
3,1000,400,255,6,4,84,0.16875386238098145,286.83681082725525,25.64047908782959
3,1000,400,255,6,5,84,0.18182706832885742,798.0509841442108,24.302348136901855
3,1000,400,255,7,5,120,0.3850278854370117,2734.5744988918304,51.60269784927368
3,1000,400,255,7,6,120,0.4165689945220947,6339.297836065292,49.99485492706299
3,1000,400,255,8,5,165,0.7767741680145264,4290.488063097,70.21633505821228
3,1000,400,255,8,6,165,0.8074131011962891,26750.3171710968,99.4135799407959
3,1000,400,268,7,5,120,0.39040303230285645,2728.967628955841,52.41044616699219
3,1000,400,268,8,6,165,0.816756010055542,26903.35229420662,99.16540694236755
4,1000,200,94,4,2,70,0.057337045669555664,26.79526996612549,3.358927011489868
4,1000,200,94,5,3,126,0.17653512954711914,899.7539410591125,10.853713035583496
4,1000,400,279,4,3,70,0.06531286239624023,83.90732789039612,18.81631112098694
4,1000,400,279,5,4,126,0.21470999717712402,2374.0817971229553,59.032329082489014
5,1000,200,108,3,2,56,0.03032088279724121,16.000648975372314,2.2978739738464355
5,1000,200,108,4,3,126,0.12705779075622559,1317.112275838852,12.577447891235352
5,1000,200,110,4,3,126,0.12457704544067383,1160.73282289505,12.482254028320312
5,1000,400,278,1,1,6,0.0028810501098632812,0.009483098983764648,0.14485692977905273
5,1000,400,278,2,2,21,0.007001161575317383,0.43542003631591797,1.5773580074310303
5,1000,400,278,3,3,56,0.03409695625305176,50.48775315284729,11.334443092346191
5,1000,400,278,4,3,126,0.14146685600280762,828.6752419471741,61.25123906135559
5,1000,400,278,4,4,126,0.15767383575439453,3313.051773071289,62.38239789009094
6,1000,200,115,3,2,84,0.0529179573059082,70.78762602806091,6.101428985595703
6,1000,400,297,1,1,7,0.0025980472564697266,0.010181903839111328,0.21565008163452148
6,1000,400,297,2,2,28,0.01323390007019043,1.2265479564666748,3.0385899543762207
6,1000,400,297,3,3,84,0.06331086158752441,256.1738679409027,27.07510805130005
7,1000,200,120,3,2,120,0.10258889198303223,255.02336382865906,12.478580951690674
7,1000,400,311,1,1,8,0.002766847610473633,0.011600971221923828,0.28081297874450684
7,1000,400,311,2,2,36,0.015244007110595703,3.179325819015503,5.05575704574585
7,1000,400,311,3,3,120,0.11369585990905762,1313.807641029358,60.887001037597656
12,1000,400,347,1,1,13,0.005352973937988281,0.019886016845703125,0.8984899520874023
12,1000,400,347,2,2,91,0.9443209171295166,115.08809900283813,44.24552512168884
18,1000,400,364,1,1,19,0.009691953659057617,0.04091811180114746,1.985508918762207
24,1000,400,372,1,1,25,0.010020971298217773,0.08041095733642578,3.788902997970581
48,1000,400,383,1,1,49,0.020748138427734375,0.6271829605102539,16.90846300125122
96,1000,400,387,1,1,97,0.05952000617980957,4.342417001724243,60.66905212402344
