1,1000,200,36,41,8,42,1.696753978729248,28.082974195480347,0.22730207443237305
1,1000,200,36,42,8,43,1.8521451950073242,30.551860094070435,0.24181795120239258
1,1000,200,36,43,8,44,2.021304130554199,33.1434690952301,0.2534630298614502
1,1000,200,36,44,8,45,2.199145793914795,36.07493209838867,0.26277804374694824
1,1000,200,36,44,9,45,2.201914072036743,44.79552984237671,0.26993513107299805
1,1000,200,36,45,8,46,2.3898069858551025,39.32173800468445,0.2642250061035156
1,1000,200,36,45,9,46,2.385725975036621,48.70077109336853,0.276500940322876
1,1000,200,36,46,8,47,2.5843310356140137,42.66356587409973,0.2756049633026123
1,1000,200,36,46,9,47,2.5864429473876953,52.9537079334259,0.29070496559143066
1,1000,200,36,47,8,48,2.793956995010376,46.25435495376587,0.2727069854736328
1,1000,400,154,41,16,42,1.9956870079040527,84.51280212402344,2.6161160469055176
1,1000,400,154,42,17,43,2.187648057937622,114.7780499458313,2.6071789264678955
1,1000,400,154,43,17,44,2.3776941299438477,118.46475601196289,2.771167039871216
1,1000,400,154,44,17,45,2.5766220092773438,121.94986200332642,2.786278009414673
1,1000,400,154,44,18,45,2.5986979007720947,160.6190629005432,2.9372689723968506
1,1000,400,154,45,17,46,2.7956178188323975,125.51511192321777,2.987416982650757
1,1000,400,154,45,18,46,2.812272071838379,166.9197061061859,3.096497058868408
1,1000,400,154,45,19,46,2.8455801010131836,211.27129292488098,3.0270488262176514
1,1000,400,154,46,18,47,3.0466480255126953,171.03770303726196,3.233860969543457
1,1000,400,154,46,19,47,3.0763299465179443,219.58232808113098,3.2273640632629395
2,1000,200,72,9,4,55,0.16756296157836914,51.55122518539429,1.5719819068908691
2,1000,200,72,10,4,66,0.2623610496520996,89.43728804588318,2.326569080352783
2,1000,200,72,11,4,78,0.4054450988769531,137.31078600883484,2.9660229682922363
2,1000,200,72,11,5,78,0.4089369773864746,337.49286007881165,3.169825792312622
2,1000,200,72,12,5,91,0.6139659881591797,541.894425868988,4.2640380859375
2,1000,200,72,12,6,91,0.6233611106872559,1109.5154490470886,4.390830039978027
2,1000,200,72,13,5,105,0.8992631435394287,832.7606070041656,6.13347601890564
2,1000,200,72,13,6,105,0.9109330177307129,1769.3746409416199,6.1830198764801025
2,1000,200,72,14,5,120,1.2904891967773438,1108.348965883255,6.844715118408203
2,1000,200,72,14,6,120,1.298110008239746,2742.0257749557495,7.494835138320923
