1,1000,200,36,41,8,42,2.3025929927825928,27.377156972885132,0.22844696044921875
1,1000,200,36,42,8,43,1.84800386428833,30.343808889389038,0.24304699897766113
1,1000,200,36,43,8,44,2.0182580947875977,33.163378953933716,0.24778485298156738
1,1000,200,36,44,8,45,2.1930618286132812,36.015437841415405,0.2597060203552246
1,1000,200,36,45,8,46,2.381666898727417,39.12760019302368,0.2674691677093506
1,1000,200,36,46,8,47,2.604271173477173,42.390625,0.269528865814209
1,1000,200,36,47,8,48,2.8131959438323975,45.908231019973755,0.2726430892944336
1,1000,200,36,44,9,45,2.208745002746582,45.22071290016174,0.26250410079956055
1,1000,200,36,45,9,46,2.3888659477233887,48.75812888145447,0.2750508785247803
1,1000,200,36,46,9,47,2.660675048828125,52.476139068603516,0.2847559452056885
1,1000,200,36,47,9,48,2.824450969696045,56.7525851726532,0.2990899085998535
1,1000,200,36,48,9,49,3.096101999282837,60.936211824417114,0.31377696990966797
1,1000,200,36,49,9,50,3.341127872467041,65.5149519443512,0.3200259208679199
1,1000,200,36,47,10,48,2.8138649463653564,71.07208585739136,0.29812097549438477
1,1000,200,36,48,10,49,3.172433853149414,76.09658908843994,0.3157670497894287
1,1000,200,36,49,10,50,4.030860185623169,81.74233388900757,0.3213210105895996
1,1000,400,154,41,16,42,2.0257580280303955,84.7361888885498,2.578806161880493
1,1000,400,154,42,17,43,2.368828773498535,115.93162608146667,2.664501190185547
1,1000,400,154,43,17,44,2.3841168880462646,119.60698699951172,2.812804937362671
1,1000,400,154,44,17,45,2.668609857559204,124.1216549873352,2.8923888206481934
1,1000,400,154,45,17,46,2.8622779846191406,129.6903579235077,2.940748929977417
1,1000,400,154,44,18,45,2.6156511306762695,161.67819905281067,2.7577760219573975
1,1000,400,154,45,18,46,3.0020740032196045,167.63212609291077,3.1307220458984375
1,1000,400,154,46,18,47,3.274412155151367,172.2894639968872,3.174996852874756
1,1000,400,154,47,18,48,3.302755117416382,176.58171200752258,3.3371241092681885
1,1000,400,154,48,18,49,3.7950470447540283,182.00048398971558,3.380859851837158
1,1000,400,154,49,18,50,3.995151996612549,194.38581490516663,3.4961910247802734
1,1000,400,154,45,19,46,2.848536968231201,214.2650330066681,3.1686830520629883
1,1000,400,154,46,19,47,3.2856831550598145,220.75135207176208,3.365219831466675
1,1000,400,154,47,19,48,3.5556769371032715,227.972727060318,3.6997809410095215
1,1000,400,154,48,19,49,3.9841079711914062,234.70708298683167,3.481679916381836
1,1000,400,154,49,19,50,3.8328778743743896,240.17412304878235,3.654634952545166
1,1000,400,154,47,20,48,3.5529980659484863,291.80315804481506,3.408223867416382
1,1000,400,154,48,20,49,3.871530055999756,299.7594931125641,3.5116450786590576
1,1000,400,154,49,20,50,4.088401794433594,311.9941260814667,3.911026954650879
1,1000,400,154,49,21,50,4.364576101303101,383.97653579711914,3.5914878845214844
